cc_num,first,last,trans_num,trans_date,trans_time,unix_time,category,merchant,amt,merch_lat,merch_long,is_fraud
3593533875650654,Cindy,Ray,0e9281b09939d55d6e9531df17007171,2012-01-01T00:00:00.000+05:30,06:03:23,1325397803,grocery_net,"Towne, Walker and Borer",37,41.686629,-88.353362,0
6011047554247853,Carl,Lynch,4f1d05829d9be663b63f2e1e23f6f476,2012-01-01T00:00:00.000+05:30,06:59:05,1325401145,entertainment,Thiel-Thiel,83,28.522601,-81.474126,0
5590294502817012,Kathleen,Maldonado,49198b90f8ae4fe6eba116f1408296b5,2012-01-01T00:00:00.000+05:30,06:59:56,1325401196,shopping_pos,"Nitzsche, Kessler and Wolff",178,30.764662,-98.246142,0
3526015186182660,Carl,Gomez,6c8a3740cd0dd578b388efda796da96a,2012-01-01T00:00:00.000+05:30,07:13:33,1325402013,travel,"Larson, Quitzon and Spencer",59,38.201754,-120.378724,0
5132731018032805,Scott,Robertson,7f392cd6546eba0b350ca62e6edd96f3,2012-01-01T00:00:00.000+05:30,07:34:45,1325403285,entertainment,Cruickshank-Mills,145,34.145668,-106.907204,0
349326734419590,Timothy,Gibson,a601975513084a85e44a49b9bbbb744f,2012-01-01T00:00:00.000+05:30,07:39:13,1325403553,entertainment,Abbott-Rogahn,51,37.446615,-95.49393,0
180094108369013,John,Holland,ec94c3f8e8da0ba6723711dd7b9019ea,2012-01-01T00:00:00.000+05:30,07:43:38,1325403818,personal_care,Watsica LLC,57,39.033956,-119.887958,0
180036251237802,Melissa,James,b8d85242993d3efa8df3c3fee63104ac,2012-01-01T00:00:00.000+05:30,07:45:15,1325403915,shopping_pos,"Bahringer, Schoen and Corkery",61,38.102688,-83.650427,0
4006862159277,Cheryl,Rice,81e57da5ce0496d0254ea371b1a0d7e1,2012-01-01T00:00:00.000+05:30,07:45:32,1325403932,gas_transport,Bernhard Inc,272,40.642903,-74.016918,0
5157436163845247,Sara,Crawford,8e0ae7ae8c5ef89efc6d7da38dea829f,2012-01-01T00:00:00.000+05:30,07:45:40,1325403940,misc_net,Bednar Group,210,35.306539,-119.118741,0
30170394853324,Kevin,Martin,9215a34d4cfb65740f232a4683a5cc55,2012-01-01T00:00:00.000+05:30,07:51:12,1325404272,shopping_net,Fisher Inc,77,43.072581,-76.77946,0
6011165671471311,Devin,Hunter,7b7aeb9adfb5a023616888ec2e143449,2012-01-01T00:00:00.000+05:30,08:01:51,1325404911,kids_pets,Little Ltd,44,37.773476,-122.436516,0
180094108369013,John,Holland,ff604fb077f913a395ab7877320e72ea,2012-01-01T00:00:00.000+05:30,08:03:13,1325404993,misc_net,Kuphal-Predovic,58,39.01152,-119.909847,0
4515092388857440,Timothy,Silva,91f6edbbbe3423f0b5e4a0cbf957874d,2012-01-01T00:00:00.000+05:30,08:38:26,1325407106,entertainment,Frami Group,64,41.533966,-83.028141,0
4037295225657274,Antonio,Garcia,a61205da9143458484a84fc7d1a37edc,2012-01-01T00:00:00.000+05:30,08:49:17,1325407757,health_fitness,"Klocko, Runolfsdottir and Breitenberg",151,40.078271,-102.381571,0
180094108369013,John,Holland,288ec6207f11e627ceeb4412f32ad18e,2012-01-01T00:00:00.000+05:30,09:21:32,1325409692,misc_net,Donnelly PLC,100,39.006201,-119.929191,0
4738555317386146,John,Peterson,0a7c7501e15a9e7b0cfd66f5dba6292a,2012-01-01T00:00:00.000+05:30,09:30:36,1325410236,shopping_pos,"Willms, Kris and Bergnaum",55,34.874317,-87.753936,0
348933408404369,Holly,Martinez,b094f9f342863aa3d9fe9ecd23fd0c33,2012-01-01T00:00:00.000+05:30,09:51:59,1325411519,personal_care,Watsica LLC,343,32.462207,-82.913739,0
5590294502817012,Kathleen,Maldonado,9295b44f0ed9c331088f46751ba4552c,2012-01-01T00:00:00.000+05:30,09:56:59,1325411819,personal_care,Schmeler-Howe,179,30.79096,-98.268833,0
6011165671471311,Devin,Hunter,4f136efa01bd6e93038de09ebdb260d2,2012-01-01T00:00:00.000+05:30,09:58:16,1325411896,shopping_pos,Hickle Group,87,37.783432,-122.405288,0
3526015186182660,Carl,Gomez,c8e740add22c9d5f2831b746eb812198,2012-01-01T00:00:00.000+05:30,10:12:28,1325412748,gas_transport,Emard Inc,67,38.186179,-120.366466,0
30300776786251,John,Brown,681b0a652a27de605e7557a3d4046a04,2012-01-01T00:00:00.000+05:30,10:28:12,1325413692,shopping_pos,"Baumbach, Strosin and Nicolas",120,28.885298,-96.344699,0
348933408404369,Holly,Martinez,2645729fae05bf71ae484bdb266208ef,2012-01-01T00:00:00.000+05:30,10:37:03,1325414223,personal_care,Morissette-Schaefer,63,32.478941,-82.930823,0
4550801576257,Sarah,Parsons,a02cde75219613a0a2524603b80d2e35,2012-01-01T00:00:00.000+05:30,10:38:55,1325414335,entertainment,Wilkinson Ltd,509,42.128713,-80.058275,0
5264302655249852,Daniel,Perry,8527f8b6fc18cfd61b0ca2059ea997a9,2012-01-01T00:00:00.000+05:30,10:41:26,1325414486,shopping_pos,Kris-Padberg,63,33.792316,-88.445369,0
180094108369013,John,Holland,d91751b2d0b33ec4871b1648bd6ff93b,2012-01-01T00:00:00.000+05:30,10:47:37,1325414857,shopping_pos,Pouros-Conroy,84,39.025871,-119.924517,0
4515092388857440,Timothy,Silva,b66659b5eb3e68db783f001ac3cfeda2,2012-01-01T00:00:00.000+05:30,11:03:02,1325415782,shopping_pos,"Baumbach, Hodkiewicz and Walsh",144,41.571503,-83.049468,0
4765125568595799,Louis,Gibson,d75a0890e495f368dfb96b1aff6658d2,2012-01-01T00:00:00.000+05:30,11:18:55,1325416735,misc_net,Welch Inc,62,38.611527,-78.259388,0
5421885738881170,Jeremy,Torres,8b76dba7952917459f59ba30c40a654e,2012-01-01T00:00:00.000+05:30,12:10:46,1325419846,misc_pos,Bruen-Yost,69,40.192867,-82.968706,0
5132731018032805,Scott,Robertson,cdbab5e5b0f60068b98fe51e402a8d92,2012-01-01T00:00:00.000+05:30,12:18:58,1325420338,misc_pos,Howe Ltd,90,34.130696,-106.883827,0
3593533875650654,Cindy,Ray,43b196686100526d9629e0ac474e87a1,2012-01-01T00:00:00.000+05:30,12:20:06,1325420406,gas_transport,Koss and Sons,25,41.684534,-88.333928,0
4515092388857440,Timothy,Silva,8cca1284c58281c5c44b0ac64cf23371,2012-01-01T00:00:00.000+05:30,12:25:00,1325420700,grocery_pos,Murray-Smitham,261,41.57192,-83.043308,0
5157436163845247,Sara,Crawford,9b58032b6a817bfe91d54b97631e543a,2012-01-01T00:00:00.000+05:30,12:42:38,1325421758,misc_pos,Keeling-Crist,883,35.303691,-119.121222,0
4006862159277,Cheryl,Rice,18dd74121554ec613be6ce5f58e595ca,2012-01-01T00:00:00.000+05:30,12:43:20,1325421800,grocery_pos,Koepp-Witting,94,40.636864,-74.033519,0
374115112731710,Joseph,Steele,53857f7cc66341f535d0ddcaa5fc6d34,2012-01-01T00:00:00.000+05:30,12:55:00,1325422500,food_dining,Kihn-Schuster,98,37.827368,-117.267134,0
38535403302699,William,Reed,b987108c583aa1061d280ba84d3eaf7a,2012-01-01T00:00:00.000+05:30,13:01:51,1325422911,food_dining,Kihn-Schuster,141,39.88653,-83.449617,0
342823590771707,Stephen,Miller,a8ebff9d4aec3597c8aea207d99c24c6,2012-01-01T00:00:00.000+05:30,13:08:20,1325423300,grocery_pos,Koepp-Witting,380,35.037997,-80.809347,0
30260722249657,Debra,Davis,b9dfa743b32f9c41c138f09690375167,2012-01-01T00:00:00.000+05:30,13:28:22,1325424502,gas_transport,Bartoletti-Wunsch,25,42.269851,-83.451548,0
5421885738881170,Jeremy,Torres,7ff05616c4ca9decf352f6431a505250,2012-01-01T00:00:00.000+05:30,13:28:47,1325424527,health_fitness,"Brown, Homenick and Lesch",82,40.170518,-83.004321,0
4738555317386146,John,Peterson,3f3f2ed1455d52786824fe960a045f4a,2012-01-01T00:00:00.000+05:30,13:45:24,1325425524,gas_transport,"Schaefer, McGlynn and Bosco",48,34.883927,-87.718652,0
30405027360515,Monica,Brown,15d914dbbe23841fd19acae5a01f7ead,2012-01-01T00:00:00.000+05:30,14:02:09,1325426529,misc_pos,"Boehm, Predovic and Reinger",181,40.277817,-123.816842,0
30157941709315,Maurice,Simon,4996ff75b327d4f54f2b152b4a567ca2,2012-01-01T00:00:00.000+05:30,14:12:02,1325427122,misc_pos,"Nienow, Ankunding and Collier",375,43.598654,-91.505363,0
370763211656868,Jeffrey,Garza,ab48086a27bec44c277f3404bf9c1575,2012-01-01T00:00:00.000+05:30,14:13:23,1325427203,home,Quitzon-Goyette,86,41.897565,-87.634962,0
349326734419590,Timothy,Gibson,27aa9acfd4aaedbd8989e5bd26f52438,2012-01-01T00:00:00.000+05:30,14:38:13,1325428693,misc_pos,Hermann-Gaylord,139,37.432529,-95.499856,0
180036251237802,Melissa,James,e4a88857e969b00f07d9bfe5493389f2,2012-01-01T00:00:00.000+05:30,14:38:31,1325428711,grocery_pos,Bauch-Raynor,278,38.08467,-83.619209,0
349326734419590,Timothy,Gibson,e7cb35c29c41ca94c0023fb309d745d8,2012-01-01T00:00:00.000+05:30,14:43:23,1325429003,home,Quitzon-Goyette,71,37.422211,-95.433861,0
30405027360515,Monica,Brown,4262e3579635f0e09df72cb66228e3f2,2012-01-01T00:00:00.000+05:30,14:50:26,1325429426,food_dining,Schulist Ltd,65,40.303766,-123.770233,0
6011537727192499,James,Walker,d6a95a4e0274b7f7cd22b19becbcb569,2012-01-01T00:00:00.000+05:30,14:51:06,1325429466,home,"Hettinger, McCullough and Fay",351,39.246688,-94.893856,0
5421885738881170,Jeremy,Torres,d3271df5565866830dae5e5c5bde0341,2012-01-01T00:00:00.000+05:30,14:54:33,1325429673,grocery_pos,Kunze Inc,65,40.176527,-82.967547,0
4092259246729,Krystal,Harper,210ef8b9ae19d63b93680849faa0029d,2012-01-01T00:00:00.000+05:30,15:40:31,1325432431,shopping_net,"Kuhic, Bins and Pfeffer",116,40.944348,-91.181799,0
4361355512072,Matthew,Nelson,89082b7017a395f08a1206662914fc8f,2012-01-01T00:00:00.000+05:30,15:41:32,1325432492,home,Ernser-Feest,168,47.253821,-96.822223,0
4765125568595799,Louis,Gibson,cd32b1bfd69cae56f35f0e08b82fda70,2012-01-01T00:00:00.000+05:30,16:15:41,1325434541,grocery_pos,Kutch and Sons,70,38.605402,-78.269827,0
6011537727192499,James,Walker,e0a03adb3a464df279b7a3b7031f2cc1,2012-01-01T00:00:00.000+05:30,17:07:29,1325437649,grocery_pos,Barton Inc,151,39.268283,-94.904891,0
4037295225657274,Antonio,Garcia,03b47b5a2478a7856da294eedd531cbf,2012-01-01T00:00:00.000+05:30,17:11:17,1325437877,food_dining,Will Ltd,96,40.085852,-102.409211,0
4361355512072,Matthew,Nelson,60a138acc8621b3b82a1a92cfbabc86b,2012-01-01T00:00:00.000+05:30,17:18:04,1325438284,home,Champlin and Sons,30,47.29006,-96.808055,0
342823590771707,Stephen,Miller,2e645ee48567caffd604a3cd58a27c5f,2012-01-01T00:00:00.000+05:30,17:33:22,1325439202,grocery_pos,Strosin-Cruickshank,108,35.053448,-80.84209,0
4037295225657274,Antonio,Garcia,fded34135329f679c784be24a19a9aa1,2012-01-01T00:00:00.000+05:30,17:39:39,1325439579,kids_pets,Barton LLC,188,40.079529,-102.415871,0
5132731018032805,Scott,Robertson,e28ff62b715e71c1b06daedb8f720edb,2012-01-01T00:00:00.000+05:30,17:47:45,1325440065,kids_pets,Hoppe-Parisian,76,34.183148,-106.883687,0
30157941709315,Maurice,Simon,efffc43163c33384b211622c1063dd92,2012-01-01T00:00:00.000+05:30,17:55:48,1325440548,gas_transport,Bartoletti-Wunsch,79,43.636204,-91.487361,0
4037295225657274,Antonio,Garcia,1a28c63660d2262451f2990697a1e15e,2012-01-01T00:00:00.000+05:30,17:59:55,1325440795,home,"Prosacco, Kreiger and Kovacek",239,40.066965,-102.402312,0
5421885738881170,Jeremy,Torres,273c87e0704af34e50387fd1bd758fb6,2012-01-01T00:00:00.000+05:30,18:37:51,1325443071,gas_transport,Cummerata-Jones,80,40.195725,-82.980756,0
4037295225657274,Antonio,Garcia,98d0bdb85816ecedf947a4ba5994edf1,2012-01-01T00:00:00.000+05:30,18:37:56,1325443076,kids_pets,Hoppe-Parisian,153,40.080298,-102.412619,0
4354778868658084,Melissa,Baldwin,0a23b0efbf32a86a55fbfa1ca47e1aab,2012-01-01T00:00:00.000+05:30,18:38:13,1325443093,shopping_net,"Towne, Greenholt and Koepp",773,41.950233,-87.672825,0
3593533875650654,Cindy,Ray,19c850f6a7a87e97f577b0024bc251f9,2012-01-01T00:00:00.000+05:30,18:47:08,1325443628,kids_pets,Ullrich Ltd,37,41.678443,-88.352504,0
4738555317386146,John,Peterson,4929495d2abb003a4504dfedd53b0927,2012-01-01T00:00:00.000+05:30,18:49:08,1325443748,grocery_pos,Koepp-Parker,81,34.876902,-87.721352,0
3593533875650654,Cindy,Ray,5b28065a3a55015219bfac1f33c8004d,2012-01-01T00:00:00.000+05:30,18:54:03,1325444043,misc_pos,Stiedemann Inc,37,41.680441,-88.359171,0
348933408404369,Holly,Martinez,38626533bdbf276a88514f1b42203840,2012-01-01T00:00:00.000+05:30,19:02:23,1325444543,misc_pos,Herzog Ltd,334,32.482559,-82.918578,0
370763211656868,Jeffrey,Garza,9e91f728c734d6984da9c95f0053104a,2012-01-01T00:00:00.000+05:30,19:05:34,1325444734,food_dining,"Lesch, DAmore and Brown",398,41.857422,-87.645592,0
4037295225657274,Antonio,Garcia,90a2b604471fc810f58c4b4f7263edfc,2012-01-01T00:00:00.000+05:30,19:19:34,1325445574,food_dining,"Lesch, DAmore and Brown",389,40.066178,-102.390934,0
348933408404369,Holly,Martinez,fe47f44e07e2bd24ce0ac4923112968d,2012-01-01T00:00:00.000+05:30,19:20:23,1325445623,grocery_pos,Bauch-Raynor,145,32.477776,-82.961829,0
5157436163845247,Sara,Crawford,cc87d720a99b183c3ca6975d8d8fca26,2012-01-01T00:00:00.000+05:30,19:31:47,1325446307,home,Gaylord-Powlowski,269,35.291303,-119.104082,0
348933408404369,Holly,Martinez,d2bf1ecd142d9f73a3041651e5eb38b7,2012-01-01T00:00:00.000+05:30,19:48:44,1325447324,home,Wuckert-Goldner,663,32.452823,-82.964925,0
4354778868658084,Melissa,Baldwin,a7f784858c1f4e6d02785633f9db3e97,2012-01-01T00:00:00.000+05:30,20:03:48,1325448228,home,"Gutmann, McLaughlin and Wiza",399,41.943374,-87.643895,0
4765125568595799,Louis,Gibson,205ee8e6feb9af4e2e44fe704a89b720,2012-01-01T00:00:00.000+05:30,20:16:19,1325448979,kids_pets,Pacocha-Weissnat,73,38.637111,-78.257712,0
5421885738881170,Jeremy,Torres,a5f8bb0c348dc82d3ac89f7bc3affaa6,2012-01-01T00:00:00.000+05:30,20:23:54,1325449434,health_fitness,Jacobi Inc,45,40.167111,-82.969914,0
5157436163845247,Sara,Crawford,043c188d19dc6972f0f348ecca7a1605,2012-01-01T00:00:00.000+05:30,20:24:35,1325449475,travel,Goyette-Herzog,609,35.292546,-119.083582,0
4037295225657274,Antonio,Garcia,8895b1c8212e772c10479982ec7fd984,2012-01-01T00:00:00.000+05:30,20:34:54,1325450094,gas_transport,Schmitt Inc,296,40.081777,-102.377611,0
4006862159277,Cheryl,Rice,a8de76d298b6fba524c9f1308ee7dd5b,2012-01-01T00:00:00.000+05:30,20:35:30,1325450130,food_dining,Kihn-Schuster,437,40.607231,-74.039319,0
370763211656868,Jeffrey,Garza,ba9395d9b73ccb3ded393419095b66a1,2012-01-01T00:00:00.000+05:30,20:36:51,1325450211,entertainment,Howe PLC,242,41.881913,-87.631418,0
30157941709315,Maurice,Simon,c265a7819c609c2b726156b32dafe15c,2012-01-01T00:00:00.000+05:30,20:49:28,1325450968,misc_pos,"Nienow, Ankunding and Collier",301,43.641458,-91.469413,0
38535403302699,William,Reed,900ecb9a35faf2b4cc8d5b28fd48d81a,2012-01-01T00:00:00.000+05:30,20:54:09,1325451249,gas_transport,Harber Inc,85,39.916373,-83.465059,0
5157436163845247,Sara,Crawford,e4c0af61e36e9cc6fcdf01d0795781c8,2012-01-01T00:00:00.000+05:30,20:59:44,1325451584,shopping_net,"Streich, Dietrich and Barton",409,35.310911,-119.085985,0
30021746099829,James,Rodriguez,c53ebfea39186c34e759df169b16fcb5,2012-01-01T00:00:00.000+05:30,21:20:50,1325452850,food_dining,Abernathy and Sons,80,42.752041,-96.682732,0
30405027360515,Monica,Brown,3fe603f628e5922028af6ad7edcd3d88,2012-01-01T00:00:00.000+05:30,21:24:17,1325453057,home,"Koss, Hansen and Lueilwitz",89,40.286232,-123.774551,0
370763211656868,Jeffrey,Garza,fcb80c4b873f65cd4419914bde1efa02,2012-01-01T00:00:00.000+05:30,21:27:09,1325453229,shopping_net,"Heathcote, Yost and Kertzmann",242,41.899204,-87.615835,0
5421885738881170,Jeremy,Torres,292cf65d6e4b096c950833ce4d32b82e,2012-01-01T00:00:00.000+05:30,22:18:18,1325456298,gas_transport,"Kutch, Hermiston and Farrell",63,40.169568,-83.005862,0
370763211656868,Jeffrey,Garza,de9c1b7eddae6484b634ab9cec29b0b4,2012-01-01T00:00:00.000+05:30,22:51:46,1325458306,gas_transport,Friesen-DAmore,60,41.893946,-87.609263,0
4515092388857440,Timothy,Silva,d6bb8ffbbbf615b2edac2362ebce99e5,2012-01-01T00:00:00.000+05:30,22:54:46,1325458486,food_dining,Volkman PLC,127,41.571294,-83.033032,0
3593533875650654,Cindy,Ray,7fe5918aaee826dfd917714fd5b8b568,2012-01-01T00:00:00.000+05:30,23:22:08,1325460128,entertainment,"Cormier, Stracke and Thiel",28,41.683078,-88.33718,0
5421885738881170,Jeremy,Torres,ceb1dbc67d2c4d72848fbdd7741b777f,2012-01-01T00:00:00.000+05:30,23:39:17,1325461157,shopping_net,Auer-West,47,40.172734,-82.968796,0
180094108369013,John,Holland,9b3974537e97948d1f7c3d530ad11037,2012-01-02T00:00:00.000+05:30,00:11:28,1325463088,entertainment,Cruickshank-Mills,186,39.016721,-119.929936,0
30300776786251,John,Brown,5e0c54808c6ff89f0e56e1ef4dfb9c0c,2012-01-02T00:00:00.000+05:30,00:36:53,1325464613,entertainment,Nienow PLC,182,28.877269,-96.392494,0
4738555317386146,John,Peterson,1fc25412f352f07343e27d5b20bfe321,2012-01-02T00:00:00.000+05:30,00:47:51,1325465271,health_fitness,Schumm PLC,204,34.905399,-87.762954,0
30021746099829,James,Rodriguez,d5719b5f2a7c103a0c9cd55eae004c43,2012-01-02T00:00:00.000+05:30,01:10:43,1325466643,misc_net,Ruecker Group,337,42.756897,-96.675109,0
349326734419590,Timothy,Gibson,dff60068a999de385ce4744329e15dbe,2012-01-02T00:00:00.000+05:30,01:13:39,1325466819,entertainment,Johns Inc,47,37.419693,-95.499085,0
5157436163845247,Sara,Crawford,8e0299d3779108d4d28caa4381c8c26b,2012-01-02T00:00:00.000+05:30,01:23:34,1325467414,health_fitness,Dietrich-Fadel,1774,33.619662,-117.391852,1
4550801576257,Sarah,Parsons,d3f2f708bb813abd19d459c3b24150ad,2012-01-02T00:00:00.000+05:30,01:47:25,1325468845,shopping_pos,Pfeffer and Sons,276,42.116943,-80.0383,0
5157436163845247,Sara,Crawford,2fe127c95a68344e6437cc88d35ab5e2,2012-01-02T00:00:00.000+05:30,01:52:06,1325469126,shopping_pos,Lynch Ltd,2013,34.570986,-118.71129,1
5157436163845247,Sara,Crawford,80d1082017324144866e8254de15b37d,2012-01-02T00:00:00.000+05:30,02:00:37,1325469637,shopping_pos,Hudson-Grady,1801,36.988153,-120.376765,1
4006862159277,Cheryl,Rice,c177919507de5a9042395e027893750f,2012-01-02T00:00:00.000+05:30,02:35:13,1325471713,gas_transport,Sporer Inc,250,40.59636,-74.017182,0
4361355512072,Matthew,Nelson,c8ce99ec32c0fabeb2677e6ae7b2ba42,2012-01-02T00:00:00.000+05:30,04:54:18,1325480058,shopping_net,Bashirian Group,89,47.235249,-96.770181,0
180094108369013,John,Holland,8ba8ba6a7cd9c3b9300ffe85b4508fb4,2012-01-02T00:00:00.000+05:30,06:12:51,1325484771,personal_care,Osinski Inc,67,38.999383,-119.893181,0
180094108369013,John,Holland,caf1cf6f066a682ff6d807a17cd170cb,2012-01-02T00:00:00.000+05:30,07:06:49,1325488009,travel,"Hartmann, Rowe and Hermann",37,39.012657,-119.933735,0
4037295225657274,Antonio,Garcia,e287c8c245673624323bacdbda2584e1,2012-01-02T00:00:00.000+05:30,07:16:09,1325488569,grocery_net,"Bernier, Streich and Jewess",249,40.087666,-102.406919,0
3526015186182660,Carl,Gomez,c7859ca853266149ad59e32da3bbbc9c,2012-01-02T00:00:00.000+05:30,07:17:27,1325488647,shopping_pos,"Quitzon, Green and Bashirian",82,38.216824,-120.373593,0
348933408404369,Holly,Martinez,f49a60c97968eb5ecfa55f252b2abd18,2012-01-02T00:00:00.000+05:30,07:18:58,1325488738,gas_transport,Parisian and Sons,86,32.476692,-82.933208,0
4550801576257,Sarah,Parsons,12f50ae0adfc3100fd8179b20d98a244,2012-01-02T00:00:00.000+05:30,07:42:45,1325490165,kids_pets,Bernier and Sons,112,42.13183,-80.084536,0
4006862159277,Cheryl,Rice,d3222c62a70bd4dbed0a4983f27d866c,2012-01-02T00:00:00.000+05:30,08:23:58,1325492638,shopping_net,"Altenwerth, Cartwright and Koss",65,40.622663,-74.008565,0
4368593032190508,Carla,Fleming,e94077177c397108fef67c39856a02f9,2012-01-02T00:00:00.000+05:30,08:41:08,1325493668,entertainment,Gibson-Deckow,49,40.18517,-75.558656,0
4550801576257,Sarah,Parsons,fd39e8d18d4d2f3bc1541e44ce6f5823,2012-01-02T00:00:00.000+05:30,09:33:59,1325496839,gas_transport,"Greenholt, Jacobi and Gleason",214,42.112322,-80.090264,0
4354778868658084,Melissa,Baldwin,768e700cac0ead325482624aed10c7da,2012-01-02T00:00:00.000+05:30,09:35:43,1325496943,shopping_pos,"Roob, Conn and Tremblay",331,41.934901,-87.659882,0
4006862159277,Cheryl,Rice,71668e01f7539160d90f74e07c8bd40e,2012-01-02T00:00:00.000+05:30,09:39:50,1325497190,gas_transport,Friesen-Stamm,378,40.623327,-74.02565,0
4092259246729,Krystal,Harper,0bd52b6ba61ec5da8beaf6e5cdf1f441,2012-01-02T00:00:00.000+05:30,10:07:07,1325498827,health_fitness,"Klocko, Runolfsdottir and Breitenberg",66,40.968742,-91.198574,0
4037295225657274,Antonio,Garcia,e00f9306280c1e84ffa3929229816665,2012-01-02T00:00:00.000+05:30,10:25:23,1325499923,health_fitness,"Dare, Fritsch and Zboncak",310,40.082669,-102.389588,0
4515092388857440,Timothy,Silva,5abb12d516e196d208ae9daa5b737a56,2012-01-02T00:00:00.000+05:30,10:43:56,1325501036,grocery_net,Rempel PLC,170,41.533487,-83.05459,0
38535403302699,William,Reed,e058e46f7a00824dfe0442841729ca0f,2012-01-02T00:00:00.000+05:30,11:27:20,1325503640,health_fitness,"Torp, Muller and Borer",106,39.90198,-83.425343,0
